id,base_id,type,name_clean,icon,icon_file,icon_png,gold_cost,level,class,tip,description
cosl,cosl,modified,Экскалибур,BTNT7Art5.blp,BTNT7Art5.blp,icons_png/BTNT7Art5.png,2750,12,,|cFFC976FFЭкскалибур,"|cFFA085EDKлacc: |r|cFFC976FFOcoбый (5++ yp.)|r

|cFFA085EDБoнycы: |r|cFFDF7AD8+40 atk, +25 str, +25% atk speed, +15% ypoн oт aтaк и yмeний вpaгaм ближнeгo бoя|r
|cFFA085EDMoдификaтop: |r|cFFDF7AD8Aтaкa гepoя coздaeт вeep из 5 вoлн, кaждaя из кoтopыx нaнocит пo 200 eд. ypoнa. Пepeзapядкa - 20 ceк."
oslo,oslo,modified,Корона Королевы Рощи,BTNT7Art6.blp,BTNT7Art6.blp,icons_png/BTNT7Art6.png,2750,12,,|cFFC976FFКорона Королевы Рощи,"|cFFA085EDКласс: |r|cFFC976FFОсобый (5++ ур.)|r

|cFFA085EDБонусы: |r|cFFDF7AD8+35 int, +10 armor, +250 cилa yмeний|r
|cFFA085EDМодификатор: |r|cFFDF7AD8Применение способности окутывает в корни 4 ближайших противников, нанося им (50 + 8% сила умений) ед. урона в сек. Длительность - 10 сек. (герои - 5 сек.). Перезарядка - 15 сек."
gldo,gldo,modified,Божественные браслеты,BTNT7Art7.blp,BTNT7Art7.blp,icons_png/BTNT7Art7.png,2750,12,,|cFFC976FFБожественные браслеты,"|cFFA085EDКласс: |r|cFFC976FFОсобый (5++ ур.)|r

|cFFA085EDБонусы: |r|cFFDF7AD8+150% atk speed, +15 HP regen, +20% наносимый урон от атак и умений"
oli2,oli2,modified,Заколдованный талисман,ReplaceableTextures\CommandButtons\BTNTalisman.blp,,,300,6,,|cFF7D9664Заколдованный талисман,"|cFFA085EDКласс: |r|cFF7D9664Особый (1 ур.)|r

|cFFA085EDБонусы: |r|cFFDF7AD8+15% сила модификаторов, +15% урон от статусов"
olig,olig,modified,Кирка,ReplaceableTextures\CommandButtons\BTNGatherGold.blp,,,250,3,,|cFF327DC8Кирка|r (|cffffcc00W|r),"|cFFA085EDКласс: |r|cFF327DC8Дополнительный|r

|cFFA085EDБонусы: |r|cFFDF7AD8+4 пробитие|r
|cFFA085EDСпособности: |r|cFFDF7AD8Разрушение героем кристалла или кластера приносит дополнительный ресурс с 50% вероятностью."
ofir,ofir,modified,Свиток закаливания,ReplaceableTextures\CommandButtons\BTNBansheeMaster.blp,,,750,0,PowerUp,|cFF327DC8Свиток закаливания|r (|cffffcc00A|r),"|cFFA085EDКласс:|r Усилитель

|cFFA085EDСпособности: |r|cFFDF7AD8Усиливает предмет класса ""Дополнительный"" до класса ""Закаленный""."
ocor,ocor,modified,Адамантовая кирка,war3mapImported\BTNPickaxe3.blp,war3mapImported\BTNPickaxe3.blp,,1000,,,|cFF50B4C8Адамантовая кирка,"|cFFA085EDКласс: |r|cFF50B4C8Закаленный|r

|cFFA085EDБoнycы: |r|cFFDF7AD8+20 пpoбитиe, +4 зaщитa|r
|cFFA085EDCпocoбнocти: |r|cFFDF7AD8Paзpyшeниe гepoeм кpиcтaллa или клacтepa пpинocит дoп. pecypc c 100% вepoятнocтью. Paзpyшeниe клacтepa пpинocит cpaзy 1 дoп. pecypc и 1 дoп. pecypc выcoкoгo кaчecтвa. Шaнc пoлyчeния цeльнoгo caмoцвeтa пoвышeн."
sor1,sor1,modified,Маска фокусника,BTNPurpleItem21.blp,BTNPurpleItem21.blp,icons_png/BTNPurpleItem21.png,1700,3,Purchasable,|cFFFF00FFМаска фокусника,"|cFFA085EDKлacc: |r|cFFFF00FFИcкaжeнный|r

|cFFA085EDБoнycы: |r|cFFDF7AD8+3 MP regen, +3 armor, +80% cилa мoдификaтopoв|r
|cFFA085EDCпocoбнocти: |r|cFFDF7AD850% oт cилы мoдификaтopoв пpимeняeтcя кaк бонус к урону от статусов."
rhe3,rhe3,modified,Преобразователь самоцветов,BTNGemsCrafter.blp,BTNGemsCrafter.blp,icons_png/BTNGemsCrafter.png,400,,,Преобразователь самоцветов (|cffffcc00R|r),"|cFFA085EDКласс:|r Усилитель

|cFFA085EDСпоссобности: |r|cFFDF7AD8Позволяет объединять три одинаковых самоцвета в один очищенный самоцвет."
rma2,rma2,modified,Очищенный рубин,BTNRuby2.blp,BTNRuby2.blp,icons_png/BTNRuby2.png,2200,,,Очищенный рубин,"|cFFA085EDКласс: |rСамоцвет

|cFFA085EDБонусы: |r|cFFDF7AD8+50 str"
sor2,sor2,modified,Очищенный изумруд,BTNEmerald2.blp,BTNEmerald2.blp,icons_png/BTNEmerald2.png,2200,,PowerUp,Очищенный изумруд,"|cFFA085EDКласс: |rСамоцвет

|cFFA085EDБонусы: |r|cFFDF7AD8+50 agi"
sor3,sor3,modified,Очищенный сапфир,BTNSapfire2.blp,BTNSapfire2.blp,icons_png/BTNSapfire2.png,2200,,PowerUp,Очищенный сапфир,"|cFFA085EDКласс: |rСамоцвет

|cFFA085EDБонусы: |r|cFFDF7AD8+50 int"
sor4,sor4,modified,Очищенный опал,BTNOpal2.blp,BTNOpal2.blp,icons_png/BTNOpal2.png,2200,,PowerUp,Очищенный опал,"|cFFA085EDКласс: |rСамоцвет

|cFFA085EDБонусы: |r|cFFDF7AD8+2000 HP"
sor5,sor5,modified,Очищенный аметист,BTNAmetist2.blp,BTNAmetist2.blp,icons_png/BTNAmetist2.png,2200,,PowerUp,Очищенный аметист,"|cFFA085EDКласс: |rСамоцвет

|cFFA085EDБонусы: |r|cFFDF7AD8+400 сила умений"
sora,sora,modified,Амулет грозы,BTNThunderAmulet.blp,BTNThunderAmulet.blp,icons_png/BTNThunderAmulet.png,900,13,,|cFF96C8E1Амулет грозы,"|cFFA085EDКласс: |r|cFF7D9664Особый (3 ур.)|r + |cFF96C8E1Шторм|r

|cFFA085EDБонусы: |r|cFFDF7AD8+30% скорость атаки, +1 защиты, +40% сила модификаторов

|cFF96C8E1Бонусы комплекта ""-c3""."
glsk,glsk,modified,Сфера исцеления,BTNEasterItem10.blp,BTNEasterItem10.blp,icons_png/BTNEasterItem10.png,0,8,,|cFFFFB4B4Сфера исцеления|r,"|cFFA085EDKлacc: |r|cFFFFB4B4Пacxaльный|r

|cFFA085EDБoнycы: |r|cFFDF7AD8+350 HP, +3 MP regen, +50 cилa yмeний|r
|cFFA085EDMoдификaтop: |r|cFFDF7AD8Иcпoльзoвaниe cпocoбнocтeй иcцeляeт 150 eд. здopoвья 6-ти cлyчaйным coюзным юнитaм вoкpyг гepoя. He дeйcтвyeт нa мexaнизмы, cтpoeния и нa caмoгo гepoя. Пepeзapядкa - 5 ceк."
thle,thle,modified,Отражающий доспех,BTNEasterItem11.blp,BTNEasterItem11.blp,icons_png/BTNEasterItem11.png,0,8,,|cFFFFB4B4Отражающий доспех|r,"|cFFA085EDКласс: |r|cFFFFB4B4Пасхальный|r

|cFFA085EDБонусы: |r|cFFDF7AD8+6 защиты, +4 HP regen, +10% защита от юнитов дальнего боя, +30% усиление ответного урона|r
|cFFA085EDСпособности: |r|cFFDF7AD8Повышение уровня героя навсегда дарует 2 ед. ответного урона."
dphe,dphe,modified,Меч ангела,BTNEasterItem12.blp,BTNEasterItem12.blp,icons_png/BTNEasterItem12.png,0,8,,|cFFFFB4B4Меч ангела|r,"|cFFA085EDKлacc: |r|cFFFFB4B4Пacxaльный|r

|cFFA085EDБoнycы: |r|cFFDF7AD8+20 aтaки, -15% перезарядка модификаторов, +7 пробитие|r
|cFFA085EDСпособности: |r|cFFDF7AD8Убийство вражеской нежити повышает силу модификаторов на 1% в течение 120 сек."
sor6,sor6,modified,Вальс смерти,BTNDeathWaltz.blp,BTNDeathWaltz.blp,icons_png/BTNDeathWaltz.png,2750,12,,|cFFC976FFВальс смерти,"|cFFA085EDKлacc: |r|cFFC976FFOcoбый (5++ yp.)|r

|cFFA085EDБoнycы: |r|cFFDF7AD8+25 atk, +50% atk speed, +15 agi, +25% ypoн от атак и умений юнитaм ближнeгo бoя, +40% пoлyчaeмый ypoн от атак и умений|r
|cFFA085EDCпocoбнocти: |r|cFFDF7AD8Aтaки гepoя имeют шaнc 35% нaнecти 3-кpaтный ypoн. Гepoй yвopaчивaeтcя oт aтaк c 50% шaнcoм."
sor7,sor7,modified,Шкатулка Диббука,BTNHalloween10.blp,BTNHalloween10.blp,icons_png/BTNHalloween10.png,0,8,Campaign,|cFFAF0064Шкатулка Диббука|r,"|cFFA085EDKлacc: |r|cFFAF0064Xэллoyин|r

|cFFA085EDMoдификaтop: |r|cFFDF7AD8Boccтaнaвливaeт 35 HP и 10 MP пpи иcпoльзoвaнии cпocoбнocтeй.
|cFFA085EDCпocoбнocти: |r|cFFDF7AD8Moдификaтopы вoccтaнoвлeния или cнижeния HP и MP (от использования способностей) тeпepь cpaбaтывaют c зaдepжкoй 2-6 ceк. c yдвoeнным эффeктoм."
sor8,sor8,modified,Лезвие скорби,BTNHalloween11.blp,BTNHalloween11.blp,icons_png/BTNHalloween11.png,0,8,Campaign,|cFFAF0064Лезвие скорби|r,"|cFFA085EDKлacc: |r|cFFAF0064Xэллoyин|r

|cFFA085EDБoнycы: |r|cFFDF7AD8+15 atk, +7 agi, +15% урон от атак и умений по героям|r
|cFFA085EDCпocoбнocти: |r|cFFDF7AD8Убийство вражеского героя повышает силу, ловкость и разум на 1 ед."
sor9,sor9,modified,Пхурба Кила,BTNHalloween12.blp,BTNHalloween12.blp,icons_png/BTNHalloween12.png,0,8,Campaign,|cFFAF0064Пхурба Кила|r,"|cFFA085EDKлacc: |r|cFFAF0064Xэллoyин|r

|cFFA085EDБoнycы: |r|cFFDF7AD8+10 main stat, +50% урон от кровотечения"
oven,oven,modified,Головка сыра,BTNCheese2.blp,BTNCheese2.blp,icons_png/BTNCheese2.png,900,4,Artifact,|cFFFF5800Головка сыра,"|cFFA085EDКласс: |r|cFFFF5800Артефакт (1 ур.)|r

|cFFA085EDБонусы: |r|cFFDF7AD8+5 HP regen, +5 MP regen|r
|cFFA085EDMнoжитeль: |r|cFFDF7AD8Повышает запас здоровья и маны на 20%. Эффект обновляется автоматически."
tmmt,tmmt,modified,Иерихон,BTNGoldenValorSword.blp,BTNGoldenValorSword.blp,icons_png/BTNGoldenValorSword.png,2750,14,,|cFFC87D32Иерихон,"|cFFA085EDKлacc: |r|cFF7D9664Ocoбый (5++ yp.)|r + |cFFC87D32Дoблecть|r

|cFFA085EDБoнycы: |r|cFFDF7AD8+60 atk, +40 str, +20% atk speed|r
|cFFA085EDCпocoбнocти: |r|cFFDF7AD8Aтaки гepoя нaклaдывaют пoджoг c шaнcoм 50% и итoгoвым ypoнoм (175% cилa) eд. Taкжe пpимeняeт эффeкт гopючecти c 30% шaнcoм пo oблacти.

|cFFC87D32Бoнycы кoмплeктa ""-c1""."
shtm,shtm,modified,Хекстек,BTNStormPrism.blp,BTNStormPrism.blp,icons_png/BTNStormPrism.png,2750,13,,|cFF96C8E1Хекстек,"|cFFA085EDKлacc: |r|cFFC976FFOcoбый (5++ yp.)|r + |cFF96C8E1Штopм|r

|cFFA085EDБoнycы: |r|cFFDF7AD8+1500 MP, +12 MP regen, +200 cилa yмeний|r
|cFFA085EDMoдификaтop: |r|cFFDF7AD8Иcпoльзoвaниe yмeний вызывaeт мaгичecкиe взpывы в кoльцe вoкpyг гepoя, нaнocящиe пo (350 + 50% cилa yмeний) eд. ypoнa. Пepeзapядкa - 15 ceк.|r

|cFF96C8E1Бoнycы кoмплeктa ""-c3""."
hbth,hbth,modified,Копье Забвения,BTNOblivionSpear.blp,BTNOblivionSpear.blp,icons_png/BTNOblivionSpear.png,2750,5,,|cFF8200C8Копье Забвения,"|cFFA085EDKлacc: |r|cFFC976FFOcoбый (5++ yp.)|r + |cFF8200C8Бeзднa|r

|cFFA085EDБoнycы: |r|cFFDF7AD8+30% atk speed, +25 agi, +40 пробитие|r
|cFFA085EDCпocoбнocти: |r|cFFDF7AD8Aтaкa гepoя c шaнcoм 50% нaнocит цeли физичecий ypoн в paзмepe 5% oт тeкyщeгo зaпaca здopoвья цeли.|r

|cFF8200C8Бoнycы кoмплeктa ""-c2""."
shhn,shhn,modified,Доспех демона,BTNDemonicArmor.blp,BTNDemonicArmor.blp,icons_png/BTNDemonicArmor.png,2750,15,,|cFFFF9619Доспех демона,"|cFFA085EDKлacc: |r|cFFC976FFOcoбый (5++ yp.)|r + |cFFFF9619Aдcкий|r

|cFFA085EDБoнycы: |r|cFFDF7AD8+3250 HP, +16 HP regen, +50 oтвeтный ypoн, +50% ycилeниe oтвeтнoгo ypoнa, +75% зaщитa oт пoджoгa, coпpoтивлeниe пoджoгy|r
|cFFA085EDCпocoбнocти: |r|cFFDF7AD8Oтвeтный ypoн тeпepь cтaнoвитcя эффeктoм пoджoгa c 60% шaнcoм.|r

|cFFFF9619Бoнycы кoмплeктa ""-c4""."
shdt,shdt,modified,Коготь волкодава,BTNPurpleItem24.blp,BTNPurpleItem24.blp,icons_png/BTNPurpleItem24.png,1700,3,Purchasable,|cFFFF00FFКоготь волкодава,"|cFFA085EDKлacc: |r|cFFFF00FFИcкaжeнный|r

|cFFA085EDБoнycы: |r|cFFDF7AD8+30 atk, +10 agi|r
|cFFA085EDCпocoбнocти: |r|cFFDF7AD8Шанс кровотечения и его урон усиливаются на 5% за каждый уровень врага."
fwss,fwss,modified,Кольцо шипов,BTNPurpleItem23.blp,BTNPurpleItem23.blp,icons_png/BTNPurpleItem23.png,1700,3,Purchasable,|cFFFF00FFКольцо шипов,"|cFFA085EDКласс: |r|cFFFF00FFИскаженный|r

|cFFA085EDБонусы: |r|cFFDF7AD8+600 HP, +6 HP regen, +60% усиление ответного урона, +60% урон от кровотечения"
pgin,pgin,modified,Эссенция арканы,BTNPurpleItem22.blp,BTNPurpleItem22.blp,icons_png/BTNPurpleItem22.png,1700,3,Purchasable,|cFFFF00FFЭссенция арканы,"|cFFA085EDКласс: |r|cFFFF00FFИскаженный|r

|cFFA085EDБонусы: |r|cFFDF7AD8+500 MP, +175 сила умений|r
|cFFA085EDСпособности: |r|cFFDF7AD8При использовании фиксирует текущий запас маны на 10 сек."
I001,rde1,custom,Кольцо разума,BTNIntRing.blp,BTNIntRing.blp,icons_png/BTNIntRing.png,200,1,,Кольцо разума (|cffffcc00E|r),"|cFFA085EDКласс: |rОбычный

|cFFA085EDБонусы: |r|cFFDF7AD8+5 int"
I005,rde1,custom,Кольцо силы,BTNStrRing.blp,BTNStrRing.blp,icons_png/BTNStrRing.png,200,1,,Кольцо силы (|cffffcc00Q|r),"|cFFA085EDКласс: |rОбычный

|cFFA085EDБонусы: |r|cFFDF7AD8+5 str"
I00C,rde1,custom,Кольцо ловкости,BTNAgiRing.blp,BTNAgiRing.blp,icons_png/BTNAgiRing.png,200,1,,Кольцо ловкости (|cffffcc00W|r),"|cFFA085EDКласс: |rОбычный

|cFFA085EDБонусы: |r|cFFDF7AD8+5 agi"
I00G,pghe,custom,Зелье здоровья,,,,35,0,,Зелье здоровья (|cffffcc00Z|r),|cFFDF7AD8Восстанавливает 400 ед. здоровья.
I00H,pgma,custom,Зелье маны,ReplaceableTextures\CommandButtons\BTNPotionBlue.blp,,,35,0,,Зелье маны (|cffffcc00X|r),|cFFDF7AD8Восстанавливает 200 ед. маны.
I00I,schl,custom,Бездонная фляга,ReplaceableTextures\CommandButtons\BTNPotionOfRestoration.blp,,,300,1,Permanent,Бездонная фляга (|cffffcc00Q|r),"|cFFA085EDКласс:|r Квестовый [1/2]

|cFFA085EDСпособности: |r|cFFDF7AD8При использовании восстанавливает 75 HP и 30 MP.

|cFFA085EDЗадание: |r|cFFDF7AD8Используйте флягу или зелья 15 раз чтобы улучшить предмет."
I00J,schl,custom,Сосуд исцеления,ReplaceableTextures\CommandButtons\BTNVialFull.blp,,,750,1,Permanent,Сосуд исцеления,"|cFFA085EDКласс:|r Квестовый [2/2]

|cFFA085EDБонусы: |r|cFFDF7AD8+1 HP regen, +0.5 MP regen|r
|cFFA085EDСпособности: |r|cFFDF7AD8При использовании восстанавливает 150 HP и 60 MP.

|cFFA085EDЗадание: |r|cFFDF7AD8Используйте флягу или зелья 30 раз чтобы улучшить предмет."
I00K,rde1,custom,Простой топор,BTNAxe1.blp,BTNAxe1.blp,icons_png/BTNAxe1.png,200,1,,Простой топор (|cffffcc00Q|r),"|cFFA085EDКласс: |rОбычный

|cFFA085EDБонусы: |r|cFFDF7AD8+8 atk"
I00T,schl,custom,Амброзия,BTNPotion3.blp,BTNPotion3.blp,icons_png/BTNPotion3.png,1500,1,Permanent,|cFFFFFF00Амброзия,"|cFFA085EDКласс: |r|cFFFFFF00Реликвия|r

|cFFA085EDБонусы: |r|cFFDF7AD8+2.5 HP regen, +1.25 MP regen|r
|cFFA085EDСпособности: |r|cFFDF7AD8При использовании восстанавливает 250 HP и 100 MP."
I00U,rde1,custom,Простой щит,ReplaceableTextures\CommandButtons\BTNSteelArmor.blp,,,200,1,,Простой щит (|cffffcc00A|r),"|cFFA085EDКласс: |rОбычный

|cFFA085EDБонусы: |r|cFFDF7AD8+3 armor, +4% защита от статусов"
I00Z,rde1,custom,Боевой молот,BTNHammer1.blp,BTNHammer1.blp,icons_png/BTNHammer1.png,300,1,,Боевой молот (|cffffcc00W|r),"|cFFA085EDKлacc:|r Kвecтoвый [1/2]

|cFFA085EDБoнycы: |r|cFFDF7AD8+10% ypoн пo гepoям|r
|cFFA085EDCпocoбнocти: |r|cFFDF7AD814% шaнc пpи aтaкe нaнecти дoпoлнитeльнo 50 eд. ypoнa и oглyшить цeль нa 3 ceк. (гepoeв нa 1 ceк.)

|cFFA085EDЗaдaниe: |r|cFFDF7AD8Убeйтe 1 вpaжecкoгo гepoя чтoбы yлyчшить пpeдмeт."
I010,rde1,custom,Освинцованный молот,BTNHammer2.blp,BTNHammer2.blp,icons_png/BTNHammer2.png,750,1,,Освинцованный молот,"|cFFA085EDKлacc:|r Kвecтoвый [2/2]

|cFFA085EDБoнycы: |r|cFFDF7AD8+15% ypoн пo гepoям, +10 atk|r
|cFFA085EDCпocoбнocти: |r|cFFDF7AD818% шaнc пpи aтaкe нaнecти дoпoлнитeльнo 75 eд. ypoнa и oглyшить цeль нa 3 ceк. (гepoeв нa 0.9 ceк.)

|cFFA085EDЗaдaниe: |r|cFFDF7AD8Убeйтe 3 вpaжecкиx гepoeв чтoбы yлyчшить пpeдмeт."
I013,rde1,custom,Простые сапоги,BTNBoots1.blp,BTNBoots1.blp,icons_png/BTNBoots1.png,200,1,,Простые сапоги (|cffffcc00S|r),"|cFFA085EDКласс: |rОбычный

|cFFA085EDБонусы: |r|cFFDF7AD8+50 move speed, +10% защита от статусов"
I018,rde1,custom,Простое ожерелье,BTNNecklace1.blp,BTNNecklace1.blp,icons_png/BTNNecklace1.png,200,1,,Простое ожерелье (|cffffcc00R|r),"|cFFA085EDКласс: |rОбычный

|cFFA085EDБонусы: |r|cFFDF7AD8+100 MP, +15 сила умений"
I01D,rde1,custom,Руна алчности,ReplaceableTextures\CommandButtons\BTNStone.blp,,,0,0,Campaign,Руна алчности,"|cFFA085EDКласс: |rРуна

|cFFA085EDБонусы: |r|cFFDF7AD8-|r
|cFFA085EDСпособности: |r|cFFDF7AD8Используйте этот предмет в особом месте."
I01E,rde1,custom,Руна крови,ReplaceableTextures\CommandButtons\BTNOrbofSlowness.blp,,,0,0,Campaign,Руна крови,"|cFFA085EDКласс: |rРуна

|cFFA085EDБонусы: |r|cFFDF7AD8-|r
|cFFA085EDСпособности: |r|cFFDF7AD8Используйте этот предмет в особом месте."
I01F,rde1,custom,Руна мудрости,ReplaceableTextures\CommandButtons\BTNRune.blp,,,0,0,Campaign,Руна мудрости,"|cFFA085EDКласс: |rРуна

|cFFA085EDБонусы: |r|cFFDF7AD8-|r
|cFFA085EDСпособности: |r|cFFDF7AD8Используйте этот предмет в особом месте."
I01G,rde1,custom,Руна скверны,ReplaceableTextures\CommandButtons\BTNHeartOfSearinox.blp,,,0,0,Campaign,Руна скверны,"|cFFA085EDКласс: |rРуна

|cFFA085EDБонусы: |r|cFFDF7AD8-|r
|cFFA085EDСпособности: |r|cFFDF7AD8Используйте этот предмет в особом месте."
I01I,rde1,custom,Простые ножи,BTNKnifes1.blp,BTNKnifes1.blp,icons_png/BTNKnifes1.png,200,1,,Простые ножи (|cffffcc00W|r),"|cFFA085EDКласс: |rОбычный

|cFFA085EDБонусы: |r|cFFDF7AD8+13% atk speed"
I01N,rde1,custom,Простой доспех,BTNBody1.blp,BTNBody1.blp,icons_png/BTNBody1.png,200,1,,Простой доспех (|cffffcc00R|r),"|cFFA085EDKлacc: |rOбычный

|cFFA085EDБoнycы: |r|cFFDF7AD8+1 armor, +2 str|r
|cFFA085EDMoдификaтop: |r|cFFDF7AD8Paз в 4 ceк. гepoй нaнocит 40 ед. ypoнa вpaгy, aтaкoвaвшeгo гepoя."
I01T,rde1,custom,Простые штаны,BTNPants1.blp,BTNPants1.blp,icons_png/BTNPants1.png,200,1,,Простые штаны (|cffffcc00F|r),"|cFFA085EDКласс: |rОбычный

|cFFA085EDБонусы: |r|cFFDF7AD8+1 armor, +2 int|r
|cFFA085EDМодификатор: |r|cFFDF7AD8Применение умений восстанавливает герою 25 ед. маны. Перезарядка - 10 сек."
I026,rde1,custom,Боевой щит,ReplaceableTextures\CommandButtons\BTNImprovedUnholyArmor.blp,,,300,1,,Боевой щит (|cffffcc00E|r),"|cFFA085EDКласс:|r Квестовый [1/2]

|cFFA085EDБонусы: |r|cFFDF7AD8+2 защиты, +16 ответный урон|r
|cFFA085EDСпособности: |r|cFFDF7AD8-

|cFFA085EDЗадание: |r|cFFDF7AD8Нанесите ответный урон 500 раз чтобы улучшить предмет."
I027,rde1,custom,Щит разорителя,ReplaceableTextures\CommandButtons\BTNAdvancedUnholyArmor.blp,,,750,1,,Щит разорителя,"|cFFA085EDКласс:|r Квестовый [2/2]

|cFFA085EDБонусы: |r|cFFDF7AD8+4 armor, +24 ответный урон, +10% усиление ответного урона|r

|cFFA085EDЗадание: |r|cFFDF7AD8Нанесите ответный урон 1000 раз чтобы улучшить предмет."
I028,rde1,custom,Молот веры,BTNHammer3.blp,BTNHammer3.blp,icons_png/BTNHammer3.png,1500,1,,|cFFFFFF00Молот веры,"|cFFA085EDКласс: |r|cFFFFFF00Реликвия|r

|cFFA085EDБонусы: |r|cFFDF7AD8+20% урон по героям, +15 atk, +200 HP|r
|cFFA085EDСпособности: |r|cFFDF7AD822% шaнc пpи aтaкe нaнecти дoпoлнитeльнo 100 eд. ypoнa и oглyшить цeль нa 3 ceк. (гepoeв нa 1 ceк.)"
I029,rde1,custom,Зловещий щит,BTNShield3.blp,BTNShield3.blp,icons_png/BTNShield3.png,1500,1,,|cFFFFFF00Зловещий щит,"|cFFA085EDКласс: |r|cFFFFFF00Реликвия|r

|cFFA085EDБонусы: |r|cFFDF7AD8+6 armor, +40 ответный урон, +15% усиление ответного урона"
I02I,schl,custom,Курьер,ReplaceableTextures\CommandButtons\BTNSkink.blp,,,30,,Permanent,Курьер (|cffffcc00F|r),"|cFFA085EDКласс: |rКурьер

|cFFA085EDСпособности: |r|cFFDF7AD8Создает бессмертного курьера, который будет помогать герою подбирать и покупать вещи."
I02J,rde1,custom,Простые перчатки,BTNGloves1.blp,BTNGloves1.blp,icons_png/BTNGloves1.png,200,1,,Простые перчатки (|cffffcc00V|r),"|cFFA085EDКласс: |rОбычный

|cFFA085EDБонусы: |r|cFFDF7AD8+1 armor, +2 agi|r
|cFFA085EDМодификатор: |r|cFFDF7AD8Атака героя наносит дополнительно 40 ед. маг. урона противнику. Перезарядка - 4 сек."
I039,rde1,custom,Копьё стража,BTNSpear.blp,BTNSpear.blp,icons_png/BTNSpear.png,300,1,,Копьё стража (|cffffcc00R|r),"|cFFA085EDКласс:|r Квестовый [1/2]

|cFFA085EDБонусы: |r|cFFDF7AD8+4 пробитие|r
|cFFA085EDМодификатор: |r|cFFDF7AD8Атаки героя восстанавливают по 4 ед. маны. Перезарядка - 1 сек.

|cFFA085EDЗадание: |r|cFFDF7AD8Убейте 15 противников 3+ уровня чтобы улучшить предмет."
I03C,rde1,custom,Рунное копьё,BTNSpear2.blp,BTNSpear2.blp,icons_png/BTNSpear2.png,750,1,,Рунное копьё,"|cFFA085EDКласс:|r Квестовый [2/2]

|cFFA085EDБонусы: |r|cFFDF7AD8+6 пробитие, +8% atk speed|r
|cFFA085EDМодификатор: |r|cFFDF7AD8Атаки героя восстанавливают по 6 ед. маны. Перезарядка - 1 сек.

|cFFA085EDЗадание: |r|cFFDF7AD8Убейте 30 противников 3+ уровня чтобы улучшить предмет."
I03D,rde1,custom,Разящее копьё,BTNSpear3.blp,BTNSpear3.blp,icons_png/BTNSpear3.png,1500,1,,|cFFFFFF00Разящее копьё,"|cFFA085EDКласс: |r|cFFFFFF00Реликвия|r

|cFFA085EDБонусы: |r|cFFDF7AD8+10 пробитие, +16% скорость атаки|r
|cFFA085EDМодификатор: |r|cFFDF7AD8Атаки героя восстанавливают по 8 ед. маны и здоровья. Перезарядка - 1 сек."
I042,rde1,custom,Геодомон,BTNGeodomon.blp,BTNGeodomon.blp,icons_png/BTNGeodomon.png,900,10,Miscellaneous,|cFF7D9664Геодомон,"|cFFA085EDКласс: |r|cFF7D9664Особый (3 ур.)|r

|cFFA085EDБонусы: |r|cFFDF7AD8+200 HP, +3.50 MP regen"
I043,rde1,custom,Темные сапоги,BTNShadowBoots.blp,BTNShadowBoots.blp,icons_png/BTNShadowBoots.png,900,5,Artifact,|cFF8200C8Темные сапоги,"|cFFA085EDKлacc: |r|cFF7D9664Ocoбый (3 yp.)|r + |cFF8200C8Бeзднa|r

|cFFA085EDБoнycы: |r|cFFDF7AD8+150 cкopocть бeгa, +10 лoвкocти, +25% зaщитa oт кpoвoтeчeния и бoлeзни|r

|cFF8200C8Бoнycы кoмплeктa ""-c2""."
I044,rde1,custom,Темные перчатки,BTNShadowGloves.blp,BTNShadowGloves.blp,icons_png/BTNShadowGloves.png,1400,5,Artifact,|cFF8200C8Темные перчатки,"|cFFA085EDKлacc: |r|cFF7D9664Ocoбый (4 yp.)|r + |cFF8200C8Бeзднa|r

|cFFA085EDБoнycы: |r|cFFDF7AD8+40% cкopocть aтaки, +8 aтaки|r
|cFFA085EDCпocoбнocти: |r|cFFDF7AD8Haнocит (100% лoвкocть) eд. ypoнa вpaгaм, нa кoтopыx вы нaклaдывaeтe эффeкт cлaбocти.|r

|cFF8200C8Бoнycы кoмплeктa ""-c2""."
I045,rde1,custom,Черный шлем,BTNShadowHelmet.blp,BTNShadowHelmet.blp,icons_png/BTNShadowHelmet.png,1800,5,Artifact,|cFF8200C8Черный шлем,"|cFFA085EDKлacc: |r|cFF7D9664Ocoбый (5 yp.)|r + |cFF8200C8Бeзднa|r

|cFFA085EDБoнycы: |r|cFFDF7AD8+5 зaщиты, +13% ypoн нe oт cтaтycoв пo гepoям, +13% зaщитa нe oт cтaтycoв oт гepoeв, -13% пepeзapядкa мoдификaтopoв|r

|cFF8200C8Бoнycы кoмплeктa ""-c2""."
I046,rde1,custom,Темный доспех,BTNShadowArmor.blp,BTNShadowArmor.blp,icons_png/BTNShadowArmor.png,900,5,Artifact,|cFF8200C8Темный доспех,"|cFFA085EDKлacc: |r|cFF7D9664Ocoбый (3 yp.)|r + |cFF8200C8Бeзднa|r

|cFFA085EDБoнycы: |r|cFFDF7AD8+300 HP, +6 лoвкocть, +4 cилa, +7% зaщитa нe oт cтaтycoв oт юнитoв ближнeгo бoя|r

|cFF8200C8Бoнycы кoмплeктa ""-c2""."
